101001011110010111000010001001,14
010101011011111111101110011111,22
111011011110111001101101000100,18
000110101101010001111101110100,16
101000111100110100011110101101,17
000111001111110001111001001010,16
101010011110000101100111000010,14
000111100101001010001000000000,9
110010011010001110100100011000,13
000100010001101011000001000100,9
000000111111110010100000110110,14
100001000100110000101111010011,13
001000010000010000100111000100,8
001110110110011110101010110111,19
000111101110000010110111111000,16
010011110111010000100111111010,17
110011111101110110111101011100,21
101101111101100110010000100111,17
110001110000011111011110011000,16
001000001110001101011000111101,14
100111010011011010011001100100,15
101100001101010001110111101001,16
110000011000011010001100011101,13
000011000001001110110001110101,13
001010101100000001000110101000,10
001111001101000101000101100110,14
000010001101001100111110000100,12
001001001000010110001001011000,10
010000001001011011110111000010,13
001101111011011101110111010110,20
110010101110100010110100001010,14
101010100000001011100110100011,13
110000011001001101001101010101,14
100010010010101001011011110000,13
101101001110101010001011100111,17
010110000100101110011010001110,14
111010111010101111110011100001,19
110101010000101110001000000001,11
010100101111010001010110000001,13
100100000001001001010010010010,9
101001101101100110011110100001,16
000010111011000010101100000110,12
000100001000011000100101011101,11
000110101010011100011010100111,15
010011100111011111110100110101,19
101111110100110111110110100111,21
110111100110111110111011110101,22
010111000011111101011101111000,18
011000100011100011000111000001,12
010110110000111110111000000111,16
001010100110111001000010101111,15
011001110001110000010101011110,15
000100001010010111001011100001,12
101111010101110011011000111111,20
101100000111100101000010100111,14
010100010110000111110101101000,14
101101111000011101100101111001,18
001011100011000001001001111100,13
100111110010100111101010001000,15
110110100010111110011100111010,18
101100100010011011010001011101,15
011100000101011000001000111101,13
111100100000010010011000110000,11
101111011011011101010100111110,20
010011111000000011101100010000,12
101001101000110110101101000000,13
101111001001100001001100000111,14
000011101001000100101011001011,13
010001100001101011100110101110,15
100101111101001101010111001101,18
000110101011101101001111011010,17
000111100011110101010100010001,14
010111001110001000010101010001,13
000111001100000110101101110111,16
111101110010000001111100001111,17
101011100110100101001010100011,15
000011000011111000011010000100,11
111010111111011011100100000101,18
011000011110011111011010100001,16
001101111000001110100110101101,16
110110010110100000110010110001,14
110011001000101010001100110110,14
010111110000000011100100101101,14
010001111111011101110010011011,19
111100100000011011110010011111,17
011001110110111110010111110000,18
000011110011101111110011000101,17
001000000101010001100101111101,13
011010101001001000110110000001,12
010001110010101101110100101101,16
011000101010001010110100100000,11
110110010000011110111011101001,17
110111010111011000000100100000,13
111101100110110111110011100001,19
100011000100110011101101010110,15
011111011101000010111010000001,15
111001110011101011000110101101,18
111000101010100111110011010101,17
111010110010010111111011000110,18
000000000010100100110011110100,10
111010001000010101110101011000,14
000111100010100110100110011010,14
111000100111101000100100010000,12
011101011010110111110011000110,18
110011000100101111000001010010,13
100110010001101001000111111001,15
101101001111101000000101110101,16
110111001000000001111101110110,16
000010001010000000101100100110,9
011110010001110010011111110100,17
000011110100101001011010000101,13
100000111000100110111001101011,15
101010101001100001110011011010,15
001100111110101101101010101000,16
010110111010111001101100101100,17
011001000110011010000100000111,12
110010010101110101100100011110,16
001110010111101101001001001000,14
011110100101111011110111001001,19
010101100110000000101100101011,13
111110100000011011110011101100,17
010000010010011111000011111100,14
001111100111001010001111111100,18
000000111101111110101101001011,17
010111011010010111100100001010,15
101011100011001001101010110101,16
010000101010010011100010011100,12
101001111101010010000011101110,16
101110010101011010000011101100,15
000010001110010010111110100110,14
110110101011110010001111110010,18
101001111100011011011111010100,18
101001100101101111001000100111,16
010011110000100010001101100110,13
111010010000100111000000100101,12
111100101010110111101110001010,18
000101111011100110000110111110,17
010110010001001010001000110001,11
110010011101110011010101000011,16
101011001101010000111001000100,13
100110000100101011000001110001,12
010111001101111011011100000011,17
111010010000010010110000111100,13
100010000000000010011110101011,11
110111011000100111001011111000,17
111111111001001100111111010000,19
100011110000101001110110101111,17
100001011111111101101000011000,16
010110000100101001000110100001,11
001010011001001110000010011111,14
